"maprojid","magencyacro","magencyname","typecategory","totalplannedcommit","commit_total","spent_total"
"846P-200TNCR","DPR","Department of Parks and Recreation","Fixed Asset","0","175334.41","172136.51"
"846P-201K11C","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1002371.82"
"846P-201K11E","DPR","Department of Parks and Recreation","Fixed Asset","0","0.0","40690.6"
"846P-214K11D","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","37858.53"
"846P-205SPRN","DPR","Department of Parks and Recreation","Fixed Asset","0","9420.00","401207.84"
"846P-206GDAM","DPR","Department of Parks and Recreation","Fixed Asset","743000","708897.76","5810565.49"
"846P-206GDAS","DPR","Department of Parks and Recreation","Fixed Asset","362000","300392.91","2546195.35"
"846P-207D17A","DPR","Department of Parks and Recreation","Fixed Asset","0","1000.00","3429373.76"
"846P-208K11C","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1242655.97"
"846P-208K11D","DPR","Department of Parks and Recreation","Fixed Asset","3000","40424.48","582471.92"
"806NWASHTEMP","HPD","Housing Preservation and Development",,"500000","0","0"
"846P-216K11A","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","521919.60"
"846P-218CNRS","DPR","Department of Parks and Recreation","Fixed Asset","108000","0.00","1796324.51"
"846P-218D17P","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1829509.29"
"846P-302HIGH","DPR","Department of Parks and Recreation","Fixed Asset","4821000","32101.25","42898.75"
"846P-303ERSA","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","303468.25"
"846P-309MPP1","DPR","Department of Parks and Recreation","Fixed Asset","11682000","316553.12","99919.41"
"850HLQNURBH","DDC","Department of Design and Construction","Lump Sum","0","0","0"
"126PV001-EQ1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","7000","0","109269"
"846P-309STN2","DPR","Department of Parks and Recreation","Fixed Asset","0","53495.90","766903.77"
"846P-309STNP","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","566107.58"
"846P-3CENBOL","DPR","Department of Parks and Recreation","Fixed Asset","-112000","0.00","18299.45"
"850PWMNYORKA","DDC","Department of Design and Construction",,"61000","0","0"
"846P-312IHBT","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1317567.41"
"846P-2GPWBBD","DPR","Department of Parks and Recreation","Lump Sum","0","0","0"
"846P-3CENTPK","DPR","Department of Parks and Recreation","Fixed Asset","0","1.00","22781957.67"
"846P-200BAND","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","79000","108396.78","1273542.20"
"846P-312INW2","DPR","Department of Parks and Recreation","Fixed Asset","0","13559.40","340986.39"
"846P-313APLG","DPR","Department of Parks and Recreation","Fixed Asset","0","0.0","1299730.4"
"846P-105UWPB","DPR","Department of Parks and Recreation","Fixed Asset","720000","0","0"
"846P-414BAY6","DPR","Department of Parks and Recreation","Fixed Asset","2125000","311632.94","302727.06"
"846P-414BC88","DPR","Department of Parks and Recreation","Fixed Asset","609000","19530.34","332919.64"
"846P-415FMCP","DPR","Department of Parks and Recreation","Fixed Asset","0","38485.22","6886199.56"
"846P-415FMEN","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1168258.33"
"846SEED-JFPR","DPR","Department of Parks and Recreation","Fixed Asset","6260000","0","0"
"846P-4BC94S1","DPR","Department of Parks and Recreation","Fixed Asset","1000","680.59","178664.41"
"846P-4COLLEG","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","7512563.43"
"846P-200LFHH","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","335000","179194.23","2793098.65"
"846P-407FTMB","DPR","Department of Parks and Recreation","Fixed Asset","3000","9347.84","1256144.48"
"846P-4PNYCA1","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1210490.54"
"846P-407SSCS","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1823053.77"
"846P-408ADDA","DPR","Department of Parks and Recreation","Fixed Asset","0","142.85","494685.97"
"846SEED-JFRT","DPR","Department of Parks and Recreation","Fixed Asset","7040000","0","0"
"846SEED-CHPR","DPR","Department of Parks and Recreation","Fixed Asset","5962000","0","0"
"846P-408CPCS","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","51085.30"
"846SEED-CSTL","DPR","Department of Parks and Recreation","Fixed Asset","16694000","0","0"
"846P-2GPWB28","DPR","Department of Parks and Recreation","Fixed Asset","64318000","64743.13","10256.87"
"850EDDNIMMSS","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-409FPBS","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1305563.33"
"846P-409FPGR","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","3281225.92"
"846P-409FPS3","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","795901.76"
"846P-409FPSP","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","750122.34"
"846P-409FPTC","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","879525.91"
"111PO-MISC","UK","Unknown","ITT, Vehicles, and Equipment","87693000","50000","754000"
"846P-410SFLD","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1191687.68"
"850HHKNWIN","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","120000","0","0"
"846P-413CRIC","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1994124.34"
"846P-216OSPL","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-202GREN","DPR","Department of Parks and Recreation","Fixed Asset","3250000","0","0"
"850HLDNIMEDC","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-413IDLE","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1250844.42"
"846P-302WSPT","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846SEED-PTMC","DPR","Department of Parks and Recreation","Fixed Asset","12920000","0","0"
"846SEED-PTPR","DPR","Department of Parks and Recreation","Fixed Asset","5020000","0","0"
"850HLDNDIGTL","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","103000","0","0"
"111SWEMS","UK","Unknown","ITT, Vehicles, and Equipment","221000","0.00","468562.00"
"846P-413LPLG","DPR","Department of Parks and Recreation","Fixed Asset","0","277888.58","907379.76"
"846P-413QCFR","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","102752.53"
"846P-4SHREAC","DPR","Department of Parks and Recreation","Fixed Asset","84000","0","498975"
"846P-4SHREDP","DPR","Department of Parks and Recreation","Fixed Asset","24000","25.64","129451.48"
"846P-4DEVOYP","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","561058.04"
"850HLDN36VAN","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","373655"
"846P-4FTTOTC","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-4HISTOR","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1993819.27"
"846P-500LEM2","DPR","Department of Parks and Recreation","Fixed Asset","6000000","0","0"
"850HLDN42XRA","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","465060"
"850HLDNIMANS","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","252000","252000","0"
"846P-4JAMAIC","DPR","Department of Parks and Recreation","Fixed Asset","0","68593.34","655682.93"
"846P-4JAUSTI","DPR","Department of Parks and Recreation","Fixed Asset","0","46898.00","3165845.62"
"846P-1DREDSC","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","591630.10"
"846P-5FAIRVW","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"826CAT-OPTIM","DEP","Department of Environmental Protection","Lump Sum","29723000","38874641.49","263603670.41"
"846P-4RWSQPK","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","663958.13"
"850HLDN42WEL","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"850HLDNHSSIT","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","726000","0","0"
"846P-4SHREPG","DPR","Department of Parks and Recreation","Fixed Asset","236000","70137.11","337969.17"
"846P-4SHRESA","DPR","Department of Parks and Recreation","Fixed Asset","95000","13180.31","250425.66"
"850HLDNIMEDI","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","305000","0","0"
"850HLDNHCARN","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"850HLDNODAHC","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-4SHRESF","DPR","Department of Parks and Recreation","Fixed Asset","114000","0","614228"
"846P-503GHSE","DPR","Department of Parks and Recreation","Fixed Asset","0","34507.90","1705575.80"
"846P-502OCEA","DPR","Department of Parks and Recreation","Fixed Asset","0","167345.10","2507488.25"
"846SANDY1-01","DPR","Department of Parks and Recreation","Fixed Asset","1000","0.00","327530.86"
"846P-5CLVCHL","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","183264.74"
"846P-104BILL","DPR","Department of Parks and Recreation","Fixed Asset","0","3352.83","164510.34"
"846P-4PNYC05","DPR","Department of Parks and Recreation","Fixed Asset","-11000","0.00","10121797.02"
"826GI-OTHER","DEP","Department of Environmental Protection","Fixed Asset","82629000","0","0"
"846P-200K01Q","DPR","Department of Parks and Recreation","Fixed Asset","0","402.30","374407.49"
"846P-200PPEC","DPR","Department of Parks and Recreation","Fixed Asset","0","346821.00","1029385.82"
"846P-206GAPM","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","57470.32"
"846P-2PWBPFB","DPR","Department of Parks and Recreation","Fixed Asset","0","27.90","3504217.03"
"846P-308GMGL","DPR","Department of Parks and Recreation","Fixed Asset","0","42739.00","476227.51"
"846P-407KORE","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","581566.86"
"846P-311WATT","DPR","Department of Parks and Recreation","Fixed Asset","0","16500.00","171829.50"
"846P-4DUBOIS","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","559073.00"
"846P-2GPWB30","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"826HED-545","DEP","Department of Environmental Protection","Fixed Asset","5143000","40857474.39","2848223215.50"
"846P-407KPTC","DPR","Department of Parks and Recreation","Fixed Asset","44000","0.00","720318.75"
"846P-414RBPY","DPR","Department of Parks and Recreation","Fixed Asset","0","0.0","90347.8"
"846P-415FMPV","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","392560.42"
"846P-4CLILLO","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","137849.86"
"846P-213MBCS","DPR","Department of Parks and Recreation","Fixed Asset","2335000","1826557","69879"
"841TFX50301","DOT","Department of Transportation","Fixed Asset","258000","0.00","569640.87"
"846SANDY5-35","DPR","Department of Parks and Recreation","Fixed Asset","29000","23458.00","543264.66"
"846SANDY5-49","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","495982.28"
"846P-503WPMO","DPR","Department of Parks and Recreation","Lump Sum","550000","0","0"
"846P-503WPPL","DPR","Department of Parks and Recreation","Fixed Asset","1860000","0","0"
"846P-2FGCSUP","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-213MRLB","DPR","Department of Parks and Recreation","Fixed Asset","11100000","22223.15","52776.85"
"846P-300ZO20","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","43000","0","0"
"850HWK1048D","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","3213000","5022830.60","22979454.70"
"850HLDNPRIMC","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-300ZOO8","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","-8000","0","268615"
"846P-300ZO18","DPR","Department of Parks and Recreation","Fixed Asset","1800000","0","0"
"846SEED-TILY","DPR","Department of Parks and Recreation","Fixed Asset","3400000","0","0"
"846P-300ZO19","DPR","Department of Parks and Recreation","Fixed Asset","2300000","0","0"
"850HLDNLENOX","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"850HLDNPRIMH","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-300ZO21","DPR","Department of Parks and Recreation","Fixed Asset","4621000","501811","0"
"846P-300ZO22","DPR","Department of Parks and Recreation","Fixed Asset","700000","0","0"
"846P-308CSPB","DPR","Department of Parks and Recreation","Fixed Asset","1500000","0","0"
"846P-308CSPC","DPR","Department of Parks and Recreation","Fixed Asset","3614000","0","0"
"846P-305ARMY","DPR","Department of Parks and Recreation","Fixed Asset","1126000","278686.01","3475880.99"
"846P-3CENBL2","DPR","Department of Parks and Recreation","Fixed Asset","21300000","0","0"
"846P-3CENCGD","DPR","Department of Parks and Recreation","Fixed Asset","1522000","1249387.21","5070873.79"
"846P-414RCPR","DPR","Department of Parks and Recreation","Fixed Asset","650000","0","0"
"846P-3CENDL2","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"826JOC-15BWS","DEP","Department of Environmental Protection","Lump Sum","5760000","40596135.83","56631540.11"
"846P-3CENDLC","DPR","Department of Parks and Recreation","Fixed Asset","10429000","401101","7620919"
"846P-3CENHMP","DPR","Department of Parks and Recreation","Fixed Asset","5194000","2168350","0"
"846P-108MHDR","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-503OWLH","DPR","Department of Parks and Recreation","Fixed Asset","5768000","0","0"
"846P-3CENHMW","DPR","Department of Parks and Recreation","Fixed Asset","31518000","0","0"
"850HLDNIMVEN","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"850HLDNIMXRA","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","284000","0","0"
"826JOC-BWS","DEP","Department of Environmental Protection","Lump Sum","0","0","0"
"846P-3CENNMC","DPR","Department of Parks and Recreation","Fixed Asset","1152000","294769.5","5600620.5"
"846P-3CENT13","DPR","Department of Parks and Recreation","Fixed Asset","1890000","0","6297000"
"846SEED-ASPK","DPR","Department of Parks and Recreation","Fixed Asset","21000000","0","0"
"846P-3CENTHM","DPR","Department of Parks and Recreation","Fixed Asset","1723000","0","0"
"850HLDNODAPT","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-3CENTSC","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-3CENW85","DPR","Department of Parks and Recreation","Fixed Asset","4003000","1641873.8","1437496.2"
"846P-501APPD","DPR","Department of Parks and Recreation","Fixed Asset","2028000","0","0"
"846P-105SLRG","DPR","Department of Parks and Recreation","Fixed Asset","1800000","0","0"
"846P-3CENZPG","DPR","Department of Parks and Recreation","Fixed Asset","2713000","46801.96","28198.04"
"850HLDNIMVAN","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-3CPPERM","DPR","Department of Parks and Recreation","Fixed Asset","3960000","7138349.62","6062625.38"
"846P-414BAY8","DPR","Department of Parks and Recreation","Fixed Asset","50000","44891.33","0"
"846P-308TRAM","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","2480000","0","0"
"846P-303TDRR","DPR","Department of Parks and Recreation","Fixed Asset","522000","0","0"
"846P-307VRSL","DPR","Department of Parks and Recreation","Fixed Asset","54000","0","0"
"846IDA21-13","DPR","Department of Parks and Recreation","Fixed Asset","249000","0","0"
"846P-312IWDH","DPR","Department of Parks and Recreation","Fixed Asset","2780000","38956","0"
"846P-414BAY9","DPR","Department of Parks and Recreation","Fixed Asset","868000","2071448.03","94726.97"
"846P-200ZO19","DPR","Department of Parks and Recreation","Fixed Asset","8263000","0","0"
"846SANDY4-53","DPR","Department of Parks and Recreation","Fixed Asset","328000","55527.74","18605.26"
"846P-111PPWF","DPR","Department of Parks and Recreation","Lump Sum","0","0","0"
"850HLDNOCARE","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-3INHPHR","DPR","Department of Parks and Recreation","Fixed Asset","31352000","0","0"
"846P-414BAY7","DPR","Department of Parks and Recreation","Lump Sum","45000","0","0"
"846P-3ISAAC","DPR","Department of Parks and Recreation","Fixed Asset","714000","0","0"
"846P-414THUR","DPR","Department of Parks and Recreation","Fixed Asset","533000","9703.52","40296.38"
"846P-408CPFR","DPR","Department of Parks and Recreation","Fixed Asset","22700000","0","0"
"846P-4GBLPLG","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"850HLDNUNCOD","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","111000","0","0"
"850HLDNSLKRH","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","36000","0","898290"
"846P-4CUNHCP","DPR","Department of Parks and Recreation","Fixed Asset","299000","0.00","534.57"
"846SANDY5-56","DPR","Department of Parks and Recreation","Fixed Asset","1599000","121881.52","62758.07"
"850HLDNUCDEN","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","70000","61995","0"
"850HLMNHHSCH","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","19000","940375","0"
"846P-305UNQP","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-305USP1","DPR","Department of Parks and Recreation","Fixed Asset","520000","0","0"
"846P-5TPSBF","DPR","Department of Parks and Recreation","Fixed Asset","3000","0.00","28612.12"
"846P-503OLMS","DPR","Department of Parks and Recreation","Fixed Asset","0","0","2212000"
"846IDA21-07","DPR","Department of Parks and Recreation","Fixed Asset","338000","0","0"
"846IDA21-08","DPR","Department of Parks and Recreation","Fixed Asset","425000","0","0"
"850HLDNUCBIO","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","60000","0","0"
"846IDA21-09","DPR","Department of Parks and Recreation","Fixed Asset","315000","0","0"
"846P-310JRPG","DPR","Department of Parks and Recreation","Lump Sum","6501000","0","0"
"846P-401SOGP","DPR","Department of Parks and Recreation","Fixed Asset","160000","0","0"
"846P-107OVAL","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","0","0.00","96295.34"
"846P-108WORC","DPR","Department of Parks and Recreation","Fixed Asset","5246000","464261.19","22697.47"
"846P-312HPRF","DPR","Department of Parks and Recreation","Fixed Asset","5983000","0","0"
"846P-312HRUL","DPR","Department of Parks and Recreation","Fixed Asset","5964000","0","0"
"846P-2KISRPV","DPR","Department of Parks and Recreation","Fixed Asset","5000000","0.00","2385.44"
"850HLXNUNIC","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","300000","0","0"
"846P-3RVLILE","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","3300000","0","0"
"846P-3BBASIN","DPR","Department of Parks and Recreation","Lump Sum","232000","0.00","155911.63"
"846IDA21-12","DPR","Department of Parks and Recreation","Fixed Asset","552000","0","0"
"846IDA21-14","DPR","Department of Parks and Recreation","Fixed Asset","180000","0","0"
"846P-307RPSB","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","98493.62"
"846P-307RPWR","DPR","Department of Parks and Recreation","Fixed Asset","274000","0","0"
"846P-309RBNK","DPR","Department of Parks and Recreation","Fixed Asset","5456000","71592.18","3407.82"
"846P-309RPK1","DPR","Department of Parks and Recreation","Fixed Asset","600000","0","0"
"846P-3RIV110","DPR","Department of Parks and Recreation","Fixed Asset","475000","0","0"
"846P-3RV105L","DPR","Department of Parks and Recreation","Fixed Asset","1650000","0","0"
"846SANDY3-25","DPR","Department of Parks and Recreation","Fixed Asset","3301000","279915.36","70462.52"
"846P-307GEGF","DPR","Department of Parks and Recreation","Fixed Asset","260000","0","0"
"846P-306VPSL","DPR","Department of Parks and Recreation","Fixed Asset","136000","0","0"
"846P-312JHEP","DPR","Department of Parks and Recreation","Fixed Asset","1950000","0","0"
"846SEED-LRTO","DPR","Department of Parks and Recreation","Fixed Asset","14750000","0","0"
"846P-308AGEE","DPR","Department of Parks and Recreation","Fixed Asset","74000","0","0"
"846P-308AGFA","DPR","Department of Parks and Recreation","Fixed Asset","2392000","0","0"
"846P-308AGPO","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846SEED-MCGI","DPR","Department of Parks and Recreation","Fixed Asset","19110000","0","0"
"846P-300ERES","DPR","Department of Parks and Recreation","Fixed Asset","0","176.14","18661.86"
"846P-301DUAN","DPR","Department of Parks and Recreation","Fixed Asset","372000","0","0"
"846P-4RGROI1","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","3214797.16"
"850HLQNFLUCA","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","260000","0","0"
"850HLQNSINAI","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","757000","0","0"
"846P-308EPOA","DPR","Department of Parks and Recreation","Fixed Asset","24924000","23210677.42","38440.73"
"846IDA21-03","DPR","Department of Parks and Recreation","Fixed Asset","180000","179885.73","0"
"846P-301CITH","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-312IFPP","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","924653.30"
"846P-2CPIVAD","DPR","Department of Parks and Recreation","Fixed Asset","14040000","0","0"
"846P-214ANDP","DPR","Department of Parks and Recreation","Fixed Asset","1170000","0","0"
"846P-410BPPR","DPR","Department of Parks and Recreation","Fixed Asset","392000","0","0"
"826MIS-DEP","DEP","Department of Environmental Protection","ITT, Vehicles, and Equipment","2573000","0","0"
"846P-312IHP2","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","607680.07"
"846P-304HLKP","DPR","Department of Parks and Recreation","Lump Sum","84000","0","0"
"846P-4RGROI2","DPR","Department of Parks and Recreation","Fixed Asset","18513000","8310960","860000"
"850HRMNFCBC","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","540000","0","0"
"846P-203HPUP","DPR","Department of Parks and Recreation","Fixed Asset","6734000","70523.06","4476.94"
"846P-3CPINPR","DPR","Department of Parks and Recreation","Fixed Asset","5380000","442249.17","62089.97"
"846SEED-DEAN","DPR","Department of Parks and Recreation","Fixed Asset","15450000","0","0"
"846P-201ROEB","DPR","Department of Parks and Recreation","Fixed Asset","11116000","35356.01","4643.99"
"846P-311MGPG","DPR","Department of Parks and Recreation","Fixed Asset","7094000","57249.01","92750.99"
"846P-117CPBM","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","0","0","0"
"846SEED-MCDP","DPR","Department of Parks and Recreation","Lump Sum","49000000","0","0"
"846SEED-RNZI","DPR","Department of Parks and Recreation","Fixed Asset","15140000","0","0"
"846SEED-RZPR","DPR","Department of Parks and Recreation","Fixed Asset","6294000","0","0"
"846P-107PPPE","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846SEED-KING","DPR","Department of Parks and Recreation","Fixed Asset","3800000","0","0"
"846SEED-RKPH","DPR","Department of Parks and Recreation","Fixed Asset","9100000","0","0"
"846SEED-EPPR","DPR","Department of Parks and Recreation","Fixed Asset","6414000","0","0"
"846P-3CPIEPR","DPR","Department of Parks and Recreation","Fixed Asset","11290000","822.6","19177.4"
"846P-307MPSP","DPR","Department of Parks and Recreation","Fixed Asset","5320000","25285.92","49714.08"
"846P-1CMNDST","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","0","0","172632"
"846P-103ROOF","DPR","Department of Parks and Recreation","Fixed Asset","953000","0","0"
"846P-308AHG1","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846SEED-BRPR","DPR","Department of Parks and Recreation","Fixed Asset","4666000","0","0"
"850PWDNFOCHE","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","64143","0"
"850PWDNMSOUP","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-110HIMO","DPR","Department of Parks and Recreation","Lump Sum","0","0","0"
"846P-110HART","DPR","Department of Parks and Recreation","Fixed Asset","16300000","1661395.63","492007.3"
"846P-2BUSHDE","DPR","Department of Parks and Recreation","Lump Sum","30488000","0","0"
"850PWDBCAAVH","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","100000","0","0"
"850PWDNRIDGE","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-110HIWC","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846SANDY1-12","DPR","Department of Parks and Recreation","Fixed Asset","8538000","43225.13","56774.87"
"846P-203CHPL","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-304MCFR","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","106000","0","0"
"846SEED-MCFR","DPR","Department of Parks and Recreation","Fixed Asset","13480000","0","0"
"846P-3CPIVLD","DPR","Department of Parks and Recreation","Fixed Asset","7580000","0","0"
"826MONIT-13","DEP","Department of Environmental Protection","ITT, Vehicles, and Equipment","-72000","0","214475"
"846P-4IDLETB","DPR","Department of Parks and Recreation","Fixed Asset","1249000","7293.72","47706.28"
"846P-204ELGD","DPR","Department of Parks and Recreation","Fixed Asset","390000","300000","0"
"846P-2CPIWPR","DPR","Department of Parks and Recreation","Fixed Asset","6500000","0","0"
"846P-307HWSC","DPR","Department of Parks and Recreation","Fixed Asset","3800000","87493.5","12506.5"
"850BC-10WW","DDC","Department of Design and Construction","Lump Sum","0","0.00","4492794.08"
"846SANDRP3","DPR","Department of Parks and Recreation","Fixed Asset","1240000","2621.66","1157148.66"
"846P-303SWRD","DPR","Department of Parks and Recreation","Fixed Asset","360000","0","0"
"846P-3SEWARD","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","4069.78"
"846IDA21-06","DPR","Department of Parks and Recreation","Fixed Asset","154000","0","0"
"846P-501NSES","DPR","Department of Parks and Recreation","Fixed Asset","6275000","0","0"
"846P-412BPP1","DPR","Department of Parks and Recreation","Fixed Asset","6366000","0","0"
"846P-412BPP5","DPR","Department of Parks and Recreation","Fixed Asset","6872000","0","0"
"846P-2MCTURF","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"850PWDNNYLAG","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-311PAM2","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","4267.94"
"846P-303KILS","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-502DNGN","DPR","Department of Parks and Recreation","Fixed Asset","4001000","35366.42","14633.58"
"846P-3SHRMRW","DPR","Department of Parks and Recreation","Fixed Asset","1801000","21325.61","78674.39"
"846P-411OKPG","DPR","Department of Parks and Recreation","Fixed Asset","4916000","0","0"
"846P-401QBBF","DPR","Department of Parks and Recreation","Fixed Asset","15272000","1471374.21","3608.28"
"846P-4DSTG04","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-2GPWB29","DPR","Department of Parks and Recreation","Lump Sum","5200000","0","0"
"846P-4DSTG08","DPR","Department of Parks and Recreation","Fixed Asset","15146000","0","0"
"846P-5CHARLS","DPR","Department of Parks and Recreation","Fixed Asset","493000","2945.00","9056380.63"
"846P-411KPEF","DPR","Department of Parks and Recreation","Fixed Asset","7864000","0","0"
"846P-108SPTP","DPR","Department of Parks and Recreation","Fixed Asset","2600000","0","0"
"846P-5MIDLPL","DPR","Department of Parks and Recreation","Fixed Asset","1308000","0","0"
"846P-204MHDR","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-303BDCG","DPR","Department of Parks and Recreation","Fixed Asset","163000","0","0"
"846P-3CPIHRL","DPR","Department of Parks and Recreation","Lump Sum","1712000","0.00","171508.68"
"846SEED-PCCS","DPR","Department of Parks and Recreation","Fixed Asset","900000","0","0"
"846P-215SPBK","DPR","Department of Parks and Recreation","Fixed Asset","1656000","0","0"
"846SEED-JHNK","DPR","Department of Parks and Recreation","Fixed Asset","24320000","0","0"
"846SEED-JHPR","DPR","Department of Parks and Recreation","Fixed Asset","6260000","0","0"
"850PWDLEGVAN","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","453000","0","0"
"846P-200C64J","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","512156.08"
"846P-200PPBH","DPR","Department of Parks and Recreation","Fixed Asset","904000","40088.05","9911.95"
