county_fips,county,state,incident_type,severity
42093,"Montour County, PA",PA,Debris,Severe
42093,"Montour County, PA",PA,Flooding,Severe
42093,"Montour County, PA",PA,Road obstruction,Minor
42093,"Montour County, PA",PA,Downed line,Minor
42093,"Montour County, PA",PA,Water main,Minor
42093,"Montour County, PA",PA,Signal outage,Minor
42093,"Montour County, PA",PA,Debris,Minor
42093,"Montour County, PA",PA,Flooding,Minor
42093,"Montour County, PA",PA,Road obstruction,Moderate
42093,"Montour County, PA",PA,Downed line,Moderate
42093,"Montour County, PA",PA,Water main,Moderate
42093,"Montour County, PA",PA,Signal outage,Moderate
42093,"Montour County, PA",PA,Debris,Moderate
42093,"Montour County, PA",PA,Flooding,Moderate
42093,"Montour County, PA",PA,Road obstruction,Severe
42093,"Montour County, PA",PA,Downed line,Severe
42093,"Montour County, PA",PA,Water main,Severe
42093,"Montour County, PA",PA,Signal outage,Severe
42093,"Montour County, PA",PA,Debris,Severe
42093,"Montour County, PA",PA,Flooding,Severe
42093,"Montour County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42095,"Northampton County, PA",PA,Signal outage,Minor
42095,"Northampton County, PA",PA,Debris,Minor
42095,"Northampton County, PA",PA,Flooding,Minor
42095,"Northampton County, PA",PA,Road obstruction,Moderate
42095,"Northampton County, PA",PA,Downed line,Moderate
42095,"Northampton County, PA",PA,Water main,Moderate
42095,"Northampton County, PA",PA,Signal outage,Moderate
42095,"Northampton County, PA",PA,Debris,Moderate
42095,"Northampton County, PA",PA,Flooding,Moderate
42095,"Northampton County, PA",PA,Road obstruction,Severe
42095,"Northampton County, PA",PA,Downed line,Severe
42095,"Northampton County, PA",PA,Water main,Severe
42095,"Northampton County, PA",PA,Signal outage,Severe
42095,"Northampton County, PA",PA,Debris,Severe
42095,"Northampton County, PA",PA,Flooding,Severe
42095,"Northampton County, PA",PA,Road obstruction,Minor
42095,"Northampton County, PA",PA,Downed line,Minor
42095,"Northampton County, PA",PA,Water main,Minor
42097,"Northumberland County, PA",PA,Road obstruction,Minor
42097,"Northumberland County, PA",PA,Downed line,Minor
42097,"Northumberland County, PA",PA,Water main,Minor
42097,"Northumberland County, PA",PA,Signal outage,Minor
42097,"Northumberland County, PA",PA,Debris,Minor
42097,"Northumberland County, PA",PA,Flooding,Minor
42097,"Northumberland County, PA",PA,Road obstruction,Moderate
42097,"Northumberland County, PA",PA,Downed line,Moderate
42097,"Northumberland County, PA",PA,Water main,Moderate
42097,"Northumberland County, PA",PA,Signal outage,Moderate
42097,"Northumberland County, PA",PA,Debris,Moderate
42097,"Northumberland County, PA",PA,Flooding,Moderate
42097,"Northumberland County, PA",PA,Road obstruction,Severe
42097,"Northumberland County, PA",PA,Downed line,Severe
42097,"Northumberland County, PA",PA,Water main,Severe
42097,"Northumberland County, PA",PA,Signal outage,Severe
42097,"Northumberland County, PA",PA,Debris,Severe
42097,"Northumberland County, PA",PA,Flooding,Severe
42097,"Northumberland County, PA",PA,Road obstruction,Minor
42097,"Northumberland County, PA",PA,Downed line,Minor
42097,"Northumberland County, PA",PA,Water main,Minor
42097,"Northumberland County, PA",PA,Signal outage,Minor
42097,"Northumberland County, PA",PA,Debris,Minor
42097,"Northumberland County, PA",PA,Flooding,Minor
42097,"Northumberland County, PA",PA,Road obstruction,Moderate
42097,"Northumberland County, PA",PA,Downed line,Moderate
42097,"Northumberland County, PA",PA,Water main,Moderate
42097,"Northumberland County, PA",PA,Signal outage,Moderate
42097,"Northumberland County, PA",PA,Debris,Moderate
42097,"Northumberland County, PA",PA,Flooding,Moderate
42097,"Northumberland County, PA",PA,Road obstruction,Severe
42097,"Northumberland County, PA",PA,Downed line,Severe
42097,"Northumberland County, PA",PA,Water main,Severe
42097,"Northumberland County, PA",PA,Signal outage,Severe
42097,"Northumberland County, PA",PA,Debris,Severe
42097,"Northumberland County, PA",PA,Flooding,Severe
42097,"Northumberland County, PA",PA,Road obstruction,Minor
42097,"Northumberland County, PA",PA,Downed line,Minor
42097,"Northumberland County, PA",PA,Water main,Minor
42097,"Northumberland County, PA",PA,Signal outage,Minor
42097,"Northumberland County, PA",PA,Debris,Minor
42097,"Northumberland County, PA",PA,Flooding,Minor
42097,"Northumberland County, PA",PA,Road obstruction,Moderate
42097,"Northumberland County, PA",PA,Downed line,Moderate
42097,"Northumberland County, PA",PA,Water main,Moderate
42097,"Northumberland County, PA",PA,Signal outage,Moderate
42097,"Northumberland County, PA",PA,Debris,Moderate
42097,"Northumberland County, PA",PA,Flooding,Moderate
42097,"Northumberland County, PA",PA,Road obstruction,Severe
42097,"Northumberland County, PA",PA,Downed line,Severe
42097,"Northumberland County, PA",PA,Water main,Severe
42097,"Northumberland County, PA",PA,Signal outage,Severe
42097,"Northumberland County, PA",PA,Debris,Severe
42097,"Northumberland County, PA",PA,Flooding,Severe
42097,"Northumberland County, PA",PA,Road obstruction,Minor
42097,"Northumberland County, PA",PA,Downed line,Minor
42097,"Northumberland County, PA",PA,Water main,Minor
42097,"Northumberland County, PA",PA,Signal outage,Minor
42097,"Northumberland County, PA",PA,Debris,Minor
42097,"Northumberland County, PA",PA,Flooding,Minor
42097,"Northumberland County, PA",PA,Road obstruction,Moderate
42097,"Northumberland County, PA",PA,Downed line,Moderate
42097,"Northumberland County, PA",PA,Water main,Moderate
42097,"Northumberland County, PA",PA,Signal outage,Moderate
42097,"Northumberland County, PA",PA,Debris,Moderate
42097,"Northumberland County, PA",PA,Flooding,Moderate
42097,"Northumberland County, PA",PA,Road obstruction,Severe
42097,"Northumberland County, PA",PA,Downed line,Severe
42097,"Northumberland County, PA",PA,Water main,Severe
42097,"Northumberland County, PA",PA,Signal outage,Severe
42097,"Northumberland County, PA",PA,Debris,Severe
42097,"Northumberland County, PA",PA,Flooding,Severe
42097,"Northumberland County, PA",PA,Road obstruction,Minor
42097,"Northumberland County, PA",PA,Downed line,Minor
42097,"Northumberland County, PA",PA,Water main,Minor
42097,"Northumberland County, PA",PA,Signal outage,Minor
42097,"Northumberland County, PA",PA,Debris,Minor
42097,"Northumberland County, PA",PA,Flooding,Minor
42097,"Northumberland County, PA",PA,Road obstruction,Moderate
42097,"Northumberland County, PA",PA,Downed line,Moderate
42097,"Northumberland County, PA",PA,Water main,Moderate
42097,"Northumberland County, PA",PA,Signal outage,Moderate
42097,"Northumberland County, PA",PA,Debris,Moderate
42097,"Northumberland County, PA",PA,Flooding,Moderate
42097,"Northumberland County, PA",PA,Road obstruction,Severe
42097,"Northumberland County, PA",PA,Downed line,Severe
42097,"Northumberland County, PA",PA,Water main,Severe
42097,"Northumberland County, PA",PA,Signal outage,Severe
42097,"Northumberland County, PA",PA,Debris,Severe
42097,"Northumberland County, PA",PA,Flooding,Severe
42097,"Northumberland County, PA",PA,Road obstruction,Minor
42097,"Northumberland County, PA",PA,Downed line,Minor
42097,"Northumberland County, PA",PA,Water main,Minor
42097,"Northumberland County, PA",PA,Signal outage,Minor
42097,"Northumberland County, PA",PA,Debris,Minor
42097,"Northumberland County, PA",PA,Flooding,Minor
42097,"Northumberland County, PA",PA,Road obstruction,Moderate
42097,"Northumberland County, PA",PA,Downed line,Moderate
42097,"Northumberland County, PA",PA,Water main,Moderate
42097,"Northumberland County, PA",PA,Signal outage,Moderate
42097,"Northumberland County, PA",PA,Debris,Moderate
42097,"Northumberland County, PA",PA,Flooding,Moderate
42097,"Northumberland County, PA",PA,Road obstruction,Severe
42097,"Northumberland County, PA",PA,Downed line,Severe
42097,"Northumberland County, PA",PA,Water main,Severe
42097,"Northumberland County, PA",PA,Signal outage,Severe
42097,"Northumberland County, PA",PA,Debris,Severe
42097,"Northumberland County, PA",PA,Flooding,Severe
42097,"Northumberland County, PA",PA,Road obstruction,Minor
42097,"Northumberland County, PA",PA,Downed line,Minor
42097,"Northumberland County, PA",PA,Water main,Minor
42097,"Northumberland County, PA",PA,Signal outage,Minor
42097,"Northumberland County, PA",PA,Debris,Minor
42097,"Northumberland County, PA",PA,Flooding,Minor
42097,"Northumberland County, PA",PA,Road obstruction,Moderate
42099,"Perry County, PA",PA,Road obstruction,Minor
42099,"Perry County, PA",PA,Downed line,Minor
42099,"Perry County, PA",PA,Water main,Minor
42099,"Perry County, PA",PA,Signal outage,Minor
42099,"Perry County, PA",PA,Debris,Minor
42099,"Perry County, PA",PA,Flooding,Minor
42099,"Perry County, PA",PA,Road obstruction,Moderate
42099,"Perry County, PA",PA,Downed line,Moderate
42099,"Perry County, PA",PA,Water main,Moderate
42099,"Perry County, PA",PA,Signal outage,Moderate
42099,"Perry County, PA",PA,Debris,Moderate
42099,"Perry County, PA",PA,Flooding,Moderate
42099,"Perry County, PA",PA,Road obstruction,Severe
42099,"Perry County, PA",PA,Downed line,Severe
42099,"Perry County, PA",PA,Water main,Severe
42099,"Perry County, PA",PA,Signal outage,Severe
42099,"Perry County, PA",PA,Debris,Severe
42099,"Perry County, PA",PA,Flooding,Severe
42099,"Perry County, PA",PA,Road obstruction,Minor
42099,"Perry County, PA",PA,Downed line,Minor
42099,"Perry County, PA",PA,Water main,Minor
42099,"Perry County, PA",PA,Signal outage,Minor
42099,"Perry County, PA",PA,Debris,Minor
42099,"Perry County, PA",PA,Flooding,Minor
42099,"Perry County, PA",PA,Road obstruction,Moderate
42099,"Perry County, PA",PA,Downed line,Moderate
42099,"Perry County, PA",PA,Water main,Moderate
42099,"Perry County, PA",PA,Signal outage,Moderate
42099,"Perry County, PA",PA,Debris,Moderate
42099,"Perry County, PA",PA,Flooding,Moderate
42099,"Perry County, PA",PA,Road obstruction,Severe
42099,"Perry County, PA",PA,Downed line,Severe
42099,"Perry County, PA",PA,Water main,Severe
42099,"Perry County, PA",PA,Signal outage,Severe
42099,"Perry County, PA",PA,Debris,Severe
42099,"Perry County, PA",PA,Flooding,Severe
42099,"Perry County, PA",PA,Road obstruction,Minor
42099,"Perry County, PA",PA,Downed line,Minor
42099,"Perry County, PA",PA,Water main,Minor
42099,"Perry County, PA",PA,Signal outage,Minor
42099,"Perry County, PA",PA,Debris,Minor
42099,"Perry County, PA",PA,Flooding,Minor
42099,"Perry County, PA",PA,Road obstruction,Moderate
42099,"Perry County, PA",PA,Downed line,Moderate
42099,"Perry County, PA",PA,Water main,Moderate
42099,"Perry County, PA",PA,Signal outage,Moderate
42099,"Perry County, PA",PA,Debris,Moderate
42099,"Perry County, PA",PA,Flooding,Moderate
42099,"Perry County, PA",PA,Road obstruction,Severe
42099,"Perry County, PA",PA,Downed line,Severe
42099,"Perry County, PA",PA,Water main,Severe
42099,"Perry County, PA",PA,Signal outage,Severe
42099,"Perry County, PA",PA,Debris,Severe
42099,"Perry County, PA",PA,Flooding,Severe
42099,"Perry County, PA",PA,Road obstruction,Minor
42099,"Perry County, PA",PA,Downed line,Minor
42099,"Perry County, PA",PA,Water main,Minor
42099,"Perry County, PA",PA,Signal outage,Minor
42099,"Perry County, PA",PA,Debris,Minor
42099,"Perry County, PA",PA,Flooding,Minor
42099,"Perry County, PA",PA,Road obstruction,Moderate
42099,"Perry County, PA",PA,Downed line,Moderate
42099,"Perry County, PA",PA,Water main,Moderate
42099,"Perry County, PA",PA,Signal outage,Moderate
42101,"Philadelphia County, PA",PA,Road obstruction,Minor
42101,"Philadelphia County, PA",PA,Downed line,Minor
42101,"Philadelphia County, PA",PA,Water main,Minor
42101,"Philadelphia County, PA",PA,Signal outage,Minor
42101,"Philadelphia County, PA",PA,Debris,Minor
42101,"Philadelphia County, PA",PA,Flooding,Minor
42101,"Philadelphia County, PA",PA,Road obstruction,Moderate
42101,"Philadelphia County, PA",PA,Downed line,Moderate
42101,"Philadelphia County, PA",PA,Water main,Moderate
42101,"Philadelphia County, PA",PA,Signal outage,Moderate
42101,"Philadelphia County, PA",PA,Debris,Moderate
42101,"Philadelphia County, PA",PA,Flooding,Moderate
42101,"Philadelphia County, PA",PA,Road obstruction,Severe
42101,"Philadelphia County, PA",PA,Downed line,Severe
42101,"Philadelphia County, PA",PA,Water main,Severe
42101,"Philadelphia County, PA",PA,Signal outage,Severe
42101,"Philadelphia County, PA",PA,Debris,Severe
42101,"Philadelphia County, PA",PA,Flooding,Severe
42101,"Philadelphia County, PA",PA,Road obstruction,Minor
42101,"Philadelphia County, PA",PA,Downed line,Minor
42101,"Philadelphia County, PA",PA,Water main,Minor
42101,"Philadelphia County, PA",PA,Signal outage,Minor
42101,"Philadelphia County, PA",PA,Debris,Minor
42101,"Philadelphia County, PA",PA,Flooding,Minor
42101,"Philadelphia County, PA",PA,Road obstruction,Moderate
42101,"Philadelphia County, PA",PA,Downed line,Moderate
42101,"Philadelphia County, PA",PA,Water main,Moderate
42101,"Philadelphia County, PA",PA,Signal outage,Moderate
42101,"Philadelphia County, PA",PA,Debris,Moderate
42101,"Philadelphia County, PA",PA,Flooding,Moderate
42101,"Philadelphia County, PA",PA,Road obstruction,Severe
42101,"Philadelphia County, PA",PA,Downed line,Severe
42101,"Philadelphia County, PA",PA,Water main,Severe
42101,"Philadelphia County, PA",PA,Signal outage,Severe
42101,"Philadelphia County, PA",PA,Debris,Severe
42101,"Philadelphia County, PA",PA,Flooding,Severe
42101,"Philadelphia County, PA",PA,Road obstruction,Minor
42101,"Philadelphia County, PA",PA,Downed line,Minor
42101,"Philadelphia County, PA",PA,Water main,Minor
42101,"Philadelphia County, PA",PA,Signal outage,Minor
42101,"Philadelphia County, PA",PA,Debris,Minor
42101,"Philadelphia County, PA",PA,Flooding,Minor
42101,"Philadelphia County, PA",PA,Road obstruction,Moderate
42101,"Philadelphia County, PA",PA,Downed line,Moderate
42101,"Philadelphia County, PA",PA,Water main,Moderate
42101,"Philadelphia County, PA",PA,Signal outage,Moderate
42101,"Philadelphia County, PA",PA,Debris,Moderate
42101,"Philadelphia County, PA",PA,Flooding,Moderate
42101,"Philadelphia County, PA",PA,Road obstruction,Severe
42101,"Philadelphia County, PA",PA,Downed line,Severe
42101,"Philadelphia County, PA",PA,Water main,Severe
42101,"Philadelphia County, PA",PA,Signal outage,Severe
42101,"Philadelphia County, PA",PA,Debris,Severe
42101,"Philadelphia County, PA",PA,Flooding,Severe
42101,"Philadelphia County, PA",PA,Road obstruction,Minor
42101,"Philadelphia County, PA",PA,Downed line,Minor
42101,"Philadelphia County, PA",PA,Water main,Minor
42101,"Philadelphia County, PA",PA,Signal outage,Minor
42101,"Philadelphia County, PA",PA,Debris,Minor
42101,"Philadelphia County, PA",PA,Flooding,Minor
42101,"Philadelphia County, PA",PA,Road obstruction,Moderate
42101,"Philadelphia County, PA",PA,Downed line,Moderate
42101,"Philadelphia County, PA",PA,Water main,Moderate
42101,"Philadelphia County, PA",PA,Signal outage,Moderate
42101,"Philadelphia County, PA",PA,Debris,Moderate
42101,"Philadelphia County, PA",PA,Flooding,Moderate
42101,"Philadelphia County, PA",PA,Road obstruction,Severe
42101,"Philadelphia County, PA",PA,Downed line,Severe
