contact_date,county,state,gender,age_range,level_1_classification,needs_met
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,f
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Education,t
2025-05-05,Allegheny County,PA,F,25 to 44,Education,t
2025-05-05,Allegheny County,PA,F,25 to 44,Health Care,t
2025-05-05,Allegheny County,PA,F,25 to 44,Income Support and Employment,f
2025-05-05,Allegheny County,PA,F,25 to 44,Income Support and Employment,f
2025-05-05,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2025-05-05,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2025-05-05,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,f
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,f
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,f
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,F,45 to 64,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,F,65 and over,Consumer Services,t
2025-05-05,Allegheny County,PA,F,65 and over,Consumer Services,t
2025-05-05,Allegheny County,PA,F,65 and over,Income Support and Employment,t
2025-05-05,Allegheny County,PA,F,65 and over,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,65 and over,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,65 and over,Individual and Family Life,t
2025-05-05,Allegheny County,PA,F,65 and over,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,65 and over,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,65 and over,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,65 and over,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,F,65 and over,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,M,18 to 24,Basic Needs,t
2025-05-05,Allegheny County,PA,M,18 to 24,Basic Needs,t
2025-05-05,Allegheny County,PA,M,18 to 24,Basic Needs,t
2025-05-05,Allegheny County,PA,M,18 to 24,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-05-05,Allegheny County,PA,M,25 to 44,Consumer Services,t
2025-05-05,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,f
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Allegheny County,PA,M,45 to 64,Consumer Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,45 to 64,Health Care,f
2025-05-05,Allegheny County,PA,M,45 to 64,Health Care,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Allegheny County,PA,M,45 to 64,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-05-05,Allegheny County,PA,M,65 and over,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,65 and over,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,65 and over,Criminal Justice and Legal Services,t
2025-05-05,Allegheny County,PA,M,65 and over,Organizational/Community/International Services,t
2025-05-05,Allegheny County,PA,M,65 and over,Organizational/Community/International Services,t
2025-05-05,Armstrong County,PA,F,18 to 24,Basic Needs,t
2025-05-05,Armstrong County,PA,F,18 to 24,Basic Needs,t
2025-05-05,Armstrong County,PA,F,18 to 24,Basic Needs,t
2025-05-05,Armstrong County,PA,F,18 to 24,Basic Needs,t
2025-05-05,Beaver County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Beaver County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Beaver County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Butler County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Butler County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Butler County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Cambria County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Clearfield County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Erie County,PA,,25 to 44,Basic Needs,t
2025-05-05,Erie County,PA,,25 to 44,Basic Needs,t
2025-05-05,Erie County,PA,,25 to 44,Criminal Justice and Legal Services,t
2025-05-05,Erie County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Erie County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Erie County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Erie County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Erie County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Erie County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Erie County,PA,F,25 to 44,Income Support and Employment,t
2025-05-05,Erie County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Erie County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,,,Basic Needs,t
2025-05-05,Fayette County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Fayette County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Fayette County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,,25 to 44,Basic Needs,t
2025-05-05,Indiana County,PA,,25 to 44,Basic Needs,t
2025-05-05,Indiana County,PA,,25 to 44,Basic Needs,t
2025-05-05,Indiana County,PA,,25 to 44,Basic Needs,t
2025-05-05,Indiana County,PA,,25 to 44,Basic Needs,t
2025-05-05,Indiana County,PA,,25 to 44,Basic Needs,t
2025-05-05,Indiana County,PA,,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Indiana County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Indiana County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Indiana County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Indiana County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Indiana County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Lawrence County,PA,,25 to 44,Basic Needs,t
2025-05-05,Lawrence County,PA,,25 to 44,Basic Needs,t
2025-05-05,Lawrence County,PA,,25 to 44,Basic Needs,t
2025-05-05,Lawrence County,PA,,25 to 44,Basic Needs,t
2025-05-05,Lawrence County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Lawrence County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Lawrence County,PA,M,65 and over,Basic Needs,t
2025-05-05,Mercer County,PA,,65 and over,Basic Needs,t
2025-05-05,Mercer County,PA,,65 and over,Basic Needs,t
2025-05-05,Mercer County,PA,,65 and over,Basic Needs,t
2025-05-05,Mercer County,PA,F,18 to 24,Basic Needs,t
2025-05-05,Mercer County,PA,F,18 to 24,Basic Needs,t
2025-05-05,Mercer County,PA,F,18 to 24,Basic Needs,t
2025-05-05,Mercer County,PA,F,18 to 24,Basic Needs,t
2025-05-05,Mercer County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Mercer County,PA,M,45 to 64,Basic Needs,t
2025-05-05,Mercer County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Mercer County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Mercer County,PA,M,45 to 64,Income Support and Employment,t
2025-05-05,Potter County,PA,,45 to 64,Basic Needs,t
2025-05-05,Washington County,PA,,18 to 24,Basic Needs,t
2025-05-05,Washington County,PA,,18 to 24,Basic Needs,t
2025-05-05,Washington County,PA,,18 to 24,Basic Needs,t
2025-05-05,Washington County,PA,,18 to 24,Basic Needs,t
2025-05-05,Washington County,PA,,18 to 24,Basic Needs,t
2025-05-05,Washington County,PA,,18 to 24,Basic Needs,t
2025-05-05,Washington County,PA,,18 to 24,Basic Needs,t
2025-05-05,Washington County,PA,,45 to 64,Income Support and Employment,t
2025-05-05,Washington County,PA,,45 to 64,Income Support and Employment,t
2025-05-05,Washington County,PA,,45 to 64,Income Support and Employment,t
2025-05-05,Washington County,PA,,45 to 64,Income Support and Employment,t
2025-05-05,Washington County,PA,,45 to 64,Organizational/Community/International Services,t
2025-05-05,Washington County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Washington County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Washington County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,,,Basic Needs,t
2025-05-05,Westmoreland County,PA,,,Basic Needs,t
2025-05-05,Westmoreland County,PA,,,Basic Needs,t
2025-05-05,Westmoreland County,PA,,,Basic Needs,t
2025-05-05,Westmoreland County,PA,,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Income Support and Employment,t
2025-05-05,Westmoreland County,PA,F,45 to 64,Individual and Family Life,t
2025-05-05,Westmoreland County,PA,F,65 and over,Basic Needs,t
2025-05-05,Westmoreland County,PA,F,65 and over,Basic Needs,t
