year,Community Board,Borough,Complaint Type,cnt
2019,05 BRONX,BRONX,Noise - Street/Sidewalk,172
2019,05 BRONX,BRONX,UNSANITARY CONDITION,90
2019,05 BRONX,BRONX,PLUMBING,89
2019,05 BRONX,BRONX,PAINT/PLASTER,87
2019,05 BRONX,BRONX,Blocked Driveway,79
2019,05 BRONX,BRONX,Noise - Vehicle,55
2019,05 BRONX,BRONX,DOOR/WINDOW,49
2019,05 BRONX,BRONX,Water System,49
2019,05 BROOKLYN,BROOKLYN,Noise - Residential,223
2019,05 BROOKLYN,BROOKLYN,HEAT/HOT WATER,207
2019,05 BROOKLYN,BROOKLYN,Blocked Driveway,186
2019,05 BROOKLYN,BROOKLYN,Illegal Parking,141
2019,05 BROOKLYN,BROOKLYN,Derelict Vehicles,85
2019,05 BROOKLYN,BROOKLYN,Street Condition,76
2019,05 BROOKLYN,BROOKLYN,Water System,72
2019,05 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,62
2019,05 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,58
2019,05 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,51
2019,05 MANHATTAN,MANHATTAN,Illegal Parking,130
2019,05 MANHATTAN,MANHATTAN,Homeless Person Assistance,115
2019,05 MANHATTAN,MANHATTAN,Noise,115
2019,05 MANHATTAN,MANHATTAN,For Hire Vehicle Complaint,88
2019,05 MANHATTAN,MANHATTAN,Taxi Complaint,73
2019,05 MANHATTAN,MANHATTAN,Lost Property,72
2019,05 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,67
2019,05 MANHATTAN,MANHATTAN,Street Condition,62
2019,05 MANHATTAN,MANHATTAN,Water System,36
2019,05 MANHATTAN,MANHATTAN,Consumer Complaint,35
2019,05 QUEENS,QUEENS,Illegal Parking,428
2019,05 QUEENS,QUEENS,Request Large Bulky Item Collection,229
2019,05 QUEENS,QUEENS,Blocked Driveway,226
2019,05 QUEENS,QUEENS,Noise - Residential,200
2019,05 QUEENS,QUEENS,Street Condition,113
2019,05 QUEENS,QUEENS,Sidewalk Condition,91
2019,05 QUEENS,QUEENS,HEAT/HOT WATER,85
2019,05 QUEENS,QUEENS,Abandoned Vehicle,63
2019,05 QUEENS,QUEENS,Water System,61
2019,05 QUEENS,QUEENS,Noise - Street/Sidewalk,56
2019,06 BRONX,BRONX,HEAT/HOT WATER,184
2019,06 BRONX,BRONX,Noise - Residential,167
2019,06 BRONX,BRONX,UNSANITARY CONDITION,54
2019,06 BRONX,BRONX,Noise - Street/Sidewalk,53
2019,06 BRONX,BRONX,PLUMBING,45
2019,06 BRONX,BRONX,Illegal Parking,43
2019,06 BRONX,BRONX,Blocked Driveway,40
2019,06 BRONX,BRONX,WATER LEAK,39
2019,06 BRONX,BRONX,PAINT/PLASTER,35
2019,06 BRONX,BRONX,Water System,33
2019,06 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,191
2019,06 BROOKLYN,BROOKLYN,Illegal Parking,154
2019,06 BROOKLYN,BROOKLYN,Noise - Residential,81
2019,06 BROOKLYN,BROOKLYN,Street Condition,56
2019,06 BROOKLYN,BROOKLYN,New Tree Request,51
2019,06 BROOKLYN,BROOKLYN,Noise,49
2019,06 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,48
2019,06 BROOKLYN,BROOKLYN,Blocked Driveway,43
2019,06 BROOKLYN,BROOKLYN,HEAT/HOT WATER,42
2019,06 BROOKLYN,BROOKLYN,Noise - Commercial,35
2019,06 MANHATTAN,MANHATTAN,Noise - Residential,118
2019,06 MANHATTAN,MANHATTAN,Illegal Parking,110
2019,06 MANHATTAN,MANHATTAN,Noise,109
2019,06 MANHATTAN,MANHATTAN,HEAT/HOT WATER,98
2019,06 MANHATTAN,MANHATTAN,For Hire Vehicle Complaint,61
2019,06 MANHATTAN,MANHATTAN,Street Condition,45
2019,06 MANHATTAN,MANHATTAN,Request Large Bulky Item Collection,45
2019,06 MANHATTAN,MANHATTAN,Noise - Commercial,40
2019,06 MANHATTAN,MANHATTAN,Noise - Helicopter,33
2019,06 MANHATTAN,MANHATTAN,Homeless Person Assistance,29
2019,06 QUEENS,QUEENS,Illegal Parking,114
2019,06 QUEENS,QUEENS,Noise - Residential,71
2019,06 QUEENS,QUEENS,HEAT/HOT WATER,67
2019,06 QUEENS,QUEENS,Blocked Driveway,65
2019,06 QUEENS,QUEENS,Request Large Bulky Item Collection,42
2019,06 QUEENS,QUEENS,Street Condition,42
2019,06 QUEENS,QUEENS,Water System,31
2019,06 QUEENS,QUEENS,Street Light Condition,29
2019,06 QUEENS,QUEENS,General Construction/Plumbing,28
2019,06 QUEENS,QUEENS,Noise,23
2019,07 BRONX,BRONX,HEAT/HOT WATER,481
2019,07 BRONX,BRONX,Noise - Residential,361
2019,07 BRONX,BRONX,Noise - Street/Sidewalk,158
2019,07 BRONX,BRONX,UNSANITARY CONDITION,104
2019,07 BRONX,BRONX,PAINT/PLASTER,73
2019,07 BRONX,BRONX,Blocked Driveway,72
2019,07 BRONX,BRONX,Water System,70
2019,07 BRONX,BRONX,PLUMBING,59
2019,07 BRONX,BRONX,Illegal Parking,56
2019,07 BRONX,BRONX,DOOR/WINDOW,48
2019,07 BROOKLYN,BROOKLYN,Illegal Parking,105
2019,07 BROOKLYN,BROOKLYN,Street Condition,83
2019,07 BROOKLYN,BROOKLYN,Noise - Residential,82
2019,07 BROOKLYN,BROOKLYN,HEAT/HOT WATER,81
2019,07 BROOKLYN,BROOKLYN,Blocked Driveway,77
2019,07 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,59
2019,07 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,45
2019,07 BROOKLYN,BROOKLYN,Traffic Signal Condition,40
2019,07 BROOKLYN,BROOKLYN,Noise - Commercial,38
2019,07 BROOKLYN,BROOKLYN,Street Light Condition,37
2019,07 MANHATTAN,MANHATTAN,Noise - Residential,169
2019,07 MANHATTAN,MANHATTAN,HEAT/HOT WATER,156
2019,07 MANHATTAN,MANHATTAN,Noise,142
2019,07 MANHATTAN,MANHATTAN,Illegal Parking,104
2019,07 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,81
2019,07 MANHATTAN,MANHATTAN,Street Condition,69
2019,07 MANHATTAN,MANHATTAN,Request Large Bulky Item Collection,61
2019,07 MANHATTAN,MANHATTAN,Homeless Person Assistance,57
2019,07 MANHATTAN,MANHATTAN,Rodent,51
2019,07 MANHATTAN,MANHATTAN,General Construction/Plumbing,41
2019,07 QUEENS,QUEENS,Blocked Driveway,229
2019,07 QUEENS,QUEENS,Illegal Parking,224
2019,07 QUEENS,QUEENS,Noise - Residential,146
2019,07 QUEENS,QUEENS,Request Large Bulky Item Collection,140
2019,07 QUEENS,QUEENS,Street Condition,132
2019,07 QUEENS,QUEENS,HEAT/HOT WATER,84
2019,07 QUEENS,QUEENS,Water System,73
2019,07 QUEENS,QUEENS,Missed Collection (All Materials),71
2019,07 QUEENS,QUEENS,Street Light Condition,63
2019,07 QUEENS,QUEENS,Damaged Tree,57
2019,08 BRONX,BRONX,HEAT/HOT WATER,178
2019,08 BRONX,BRONX,Noise - Residential,164
2019,08 BRONX,BRONX,Illegal Parking,115
2019,08 BRONX,BRONX,Noise - Street/Sidewalk,57
2019,08 BRONX,BRONX,Blocked Driveway,57
2019,08 BRONX,BRONX,Street Condition,47
2019,08 BRONX,BRONX,UNSANITARY CONDITION,26
2019,08 BRONX,BRONX,Water System,25
2019,08 BRONX,BRONX,Noise,22
2019,08 BRONX,BRONX,Maintenance or Facility,19
2019,08 BRONX,MANHATTAN,HEAT/HOT WATER,12
2019,08 BRONX,MANHATTAN,Noise - Residential,10
2019,08 BRONX,MANHATTAN,UNSANITARY CONDITION,8
2019,08 BRONX,MANHATTAN,PAINT/PLASTER,7
2019,08 BRONX,MANHATTAN,PLUMBING,4
2019,08 BRONX,MANHATTAN,Street Condition,4
2019,08 BRONX,MANHATTAN,WATER LEAK,4
2019,08 BRONX,MANHATTAN,GENERAL,3
2019,08 BRONX,MANHATTAN,FLOORING/STAIRS,2
2019,08 BRONX,MANHATTAN,ELECTRIC,2
2019,08 BROOKLYN,BROOKLYN,Noise - Residential,183
2019,08 BROOKLYN,BROOKLYN,HEAT/HOT WATER,169
2019,08 BROOKLYN,BROOKLYN,Illegal Parking,137
2019,08 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,86
2019,08 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,63
2019,08 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,61
2019,08 BROOKLYN,BROOKLYN,Blocked Driveway,58
2019,08 BROOKLYN,BROOKLYN,Noise - Commercial,51
2019,08 BROOKLYN,BROOKLYN,Rodent,46
2019,08 BROOKLYN,BROOKLYN,PLUMBING,43
2019,08 MANHATTAN,MANHATTAN,Noise,119
2019,08 MANHATTAN,MANHATTAN,HEAT/HOT WATER,97
2019,08 MANHATTAN,MANHATTAN,Noise - Residential,89
2019,08 MANHATTAN,MANHATTAN,Illegal Parking,86
2019,08 MANHATTAN,MANHATTAN,Street Condition,71
2019,08 MANHATTAN,MANHATTAN,Request Large Bulky Item Collection,57
2019,08 MANHATTAN,MANHATTAN,Taxi Complaint,38
2019,08 MANHATTAN,MANHATTAN,General Construction/Plumbing,34
2019,08 MANHATTAN,MANHATTAN,Noise - Commercial,30
2019,08 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,29
2019,08 QUEENS,QUEENS,Noise - Vehicle,326
2019,08 QUEENS,QUEENS,Noise - Residential,178
2019,08 QUEENS,QUEENS,Illegal Parking,174
2019,08 QUEENS,QUEENS,Blocked Driveway,105
2019,08 QUEENS,QUEENS,Noise,96
2019,08 QUEENS,QUEENS,Request Large Bulky Item Collection,89
2019,08 QUEENS,QUEENS,Street Condition,67
2019,08 QUEENS,QUEENS,Damaged Tree,47
2019,08 QUEENS,QUEENS,HEAT/HOT WATER,47
2019,08 QUEENS,QUEENS,Street Light Condition,36
2019,09 BRONX,BRONX,HEAT/HOT WATER,240
2019,09 BRONX,BRONX,Noise - Residential,209
2019,09 BRONX,BRONX,Blocked Driveway,119
2019,09 BRONX,BRONX,Illegal Parking,106
2019,09 BRONX,BRONX,UNSANITARY CONDITION,81
2019,09 BRONX,BRONX,Street Light Condition,56
2019,09 BRONX,BRONX,Noise - Street/Sidewalk,56
2019,09 BRONX,BRONX,Water System,52
2019,09 BRONX,BRONX,PLUMBING,50
2019,09 BRONX,BRONX,PAINT/PLASTER,48
2019,09 BROOKLYN,BROOKLYN,HEAT/HOT WATER,252
2019,09 BROOKLYN,BROOKLYN,Noise - Residential,164
2019,09 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,123
2019,09 BROOKLYN,BROOKLYN,Illegal Parking,82
2019,09 BROOKLYN,BROOKLYN,Blocked Driveway,75
2019,09 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,62
2019,09 BROOKLYN,BROOKLYN,PAINT/PLASTER,55
2019,09 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,40
2019,09 BROOKLYN,BROOKLYN,Noise - Vehicle,37
2019,09 BROOKLYN,BROOKLYN,WATER LEAK,37
2019,09 MANHATTAN,MANHATTAN,HEAT/HOT WATER,220
2019,09 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,191
2019,09 MANHATTAN,MANHATTAN,Noise - Residential,170
2019,09 MANHATTAN,MANHATTAN,Water System,50
2019,09 MANHATTAN,MANHATTAN,Noise,49
2019,09 MANHATTAN,MANHATTAN,Illegal Parking,47
2019,09 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,40
2019,09 MANHATTAN,MANHATTAN,PAINT/PLASTER,37
2019,09 MANHATTAN,MANHATTAN,Noise - Vehicle,33
2019,09 MANHATTAN,MANHATTAN,Noise - Commercial,32
2019,09 QUEENS,QUEENS,Illegal Parking,249
2019,09 QUEENS,QUEENS,Blocked Driveway,244
2019,09 QUEENS,QUEENS,Noise - Residential,201
2019,09 QUEENS,QUEENS,Request Large Bulky Item Collection,122
2019,09 QUEENS,QUEENS,Street Condition,74
2019,09 QUEENS,QUEENS,HEAT/HOT WATER,65
2019,09 QUEENS,QUEENS,Derelict Vehicles,52
2019,09 QUEENS,QUEENS,Building/Use,51
2019,09 QUEENS,QUEENS,General Construction/Plumbing,50
2019,09 QUEENS,QUEENS,Water System,47
2019,10 BRONX,BRONX,Illegal Parking,144
2019,10 BRONX,BRONX,Noise - Residential,89
2019,10 BRONX,BRONX,Blocked Driveway,87
2019,10 BRONX,BRONX,Request Large Bulky Item Collection,68
2019,10 BRONX,BRONX,HEAT/HOT WATER,61
2019,10 BRONX,BRONX,Street Light Condition,56
2019,10 BRONX,BRONX,Missed Collection (All Materials),40
2019,10 BRONX,BRONX,Abandoned Vehicle,39
2019,10 BRONX,BRONX,Street Condition,33
2019,10 BRONX,BRONX,Dirty Conditions,27
2019,10 BROOKLYN,BROOKLYN,Illegal Parking,238
2019,10 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,154
2019,10 BROOKLYN,BROOKLYN,HEAT/HOT WATER,139
2019,10 BROOKLYN,BROOKLYN,Blocked Driveway,106
2019,10 BROOKLYN,BROOKLYN,Noise - Residential,58
2019,10 BROOKLYN,BROOKLYN,Street Condition,55
2019,10 BROOKLYN,BROOKLYN,Sidewalk Condition,33
2019,10 BROOKLYN,BROOKLYN,Water System,33
2019,10 BROOKLYN,BROOKLYN,Street Light Condition,33
2019,10 BROOKLYN,BROOKLYN,Noise,33
2019,10 MANHATTAN,MANHATTAN,Noise - Residential,316
2019,10 MANHATTAN,MANHATTAN,HEAT/HOT WATER,292
2019,10 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,220
2019,10 MANHATTAN,MANHATTAN,Illegal Parking,104
2019,10 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,75
2019,10 MANHATTAN,MANHATTAN,PLUMBING,46
2019,10 MANHATTAN,MANHATTAN,Noise - Vehicle,45
2019,10 MANHATTAN,MANHATTAN,Noise - Commercial,38
2019,10 MANHATTAN,MANHATTAN,Noise,37
2019,10 MANHATTAN,MANHATTAN,PAINT/PLASTER,37
2019,10 QUEENS,QUEENS,Blocked Driveway,194
2019,10 QUEENS,QUEENS,Illegal Parking,170
2019,10 QUEENS,QUEENS,Noise - Residential,169
2019,10 QUEENS,QUEENS,Request Large Bulky Item Collection,158
2019,10 QUEENS,QUEENS,Street Condition,78
2019,10 QUEENS,QUEENS,Abandoned Vehicle,72
2019,10 QUEENS,QUEENS,Building/Use,67
2019,10 QUEENS,QUEENS,Derelict Vehicle,59
2019,10 QUEENS,QUEENS,Water System,42
2019,10 QUEENS,QUEENS,Sewer,42
2019,11 BRONX,BRONX,HEAT/HOT WATER,249
2019,11 BRONX,BRONX,Noise - Residential,191
2019,11 BRONX,BRONX,Illegal Parking,115
2019,11 BRONX,BRONX,Blocked Driveway,111
2019,11 BRONX,BRONX,Street Light Condition,54
2019,11 BRONX,BRONX,Street Condition,37
2019,11 BRONX,BRONX,Sidewalk Condition,36
2019,11 BRONX,BRONX,UNSANITARY CONDITION,30
2019,11 BRONX,BRONX,Request Large Bulky Item Collection,30
2019,11 BRONX,BRONX,Water System,28
2019,11 BROOKLYN,BROOKLYN,Illegal Parking,421
2019,11 BROOKLYN,BROOKLYN,Blocked Driveway,207
2019,11 BROOKLYN,BROOKLYN,HEAT/HOT WATER,134
2019,11 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,91
2019,11 BROOKLYN,BROOKLYN,Noise - Residential,91
2019,11 BROOKLYN,BROOKLYN,General Construction/Plumbing,64
2019,11 BROOKLYN,BROOKLYN,Sidewalk Condition,62
2019,11 BROOKLYN,BROOKLYN,Street Condition,54
2019,11 BROOKLYN,BROOKLYN,Missed Collection (All Materials),52
2019,11 BROOKLYN,BROOKLYN,Water System,35
2019,11 MANHATTAN,MANHATTAN,Noise - Residential,190
2019,11 MANHATTAN,MANHATTAN,HEAT/HOT WATER,174
2019,11 MANHATTAN,MANHATTAN,Illegal Parking,78
2019,11 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,72
2019,11 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,29
2019,11 MANHATTAN,MANHATTAN,General Construction/Plumbing,27
2019,11 MANHATTAN,MANHATTAN,Rodent,24
2019,11 MANHATTAN,MANHATTAN,PLUMBING,24
2019,11 MANHATTAN,MANHATTAN,PAINT/PLASTER,23
2019,11 MANHATTAN,MANHATTAN,Water System,22
2019,11 QUEENS,QUEENS,Request Large Bulky Item Collection,132
2019,11 QUEENS,QUEENS,Street Condition,88
2019,11 QUEENS,QUEENS,Illegal Parking,84
2019,11 QUEENS,QUEENS,Blocked Driveway,69
2019,11 QUEENS,QUEENS,Water System,50
2019,11 QUEENS,QUEENS,Noise - Residential,48
2019,11 QUEENS,QUEENS,Damaged Tree,44
2019,11 QUEENS,QUEENS,Street Light Condition,43
2019,11 QUEENS,QUEENS,Missed Collection (All Materials),32
2019,11 QUEENS,QUEENS,General Construction/Plumbing,31
2019,12 BRONX,BRONX,HEAT/HOT WATER,256
2019,12 BRONX,BRONX,Blocked Driveway,215
2019,12 BRONX,BRONX,Noise - Residential,214
2019,12 BRONX,BRONX,Illegal Parking,109
2019,12 BRONX,BRONX,UNSANITARY CONDITION,65
2019,12 BRONX,BRONX,Derelict Vehicles,57
2019,12 BRONX,BRONX,PAINT/PLASTER,49
2019,12 BRONX,BRONX,Street Condition,48
2019,12 BRONX,BRONX,Water System,48
2019,12 BRONX,BRONX,PLUMBING,43
2019,12 BROOKLYN,BROOKLYN,Illegal Parking,187
2019,12 BROOKLYN,BROOKLYN,Blocked Driveway,133
2019,12 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,106
2019,12 BROOKLYN,BROOKLYN,Missed Collection (All Materials),99
2019,12 BROOKLYN,BROOKLYN,HEAT/HOT WATER,91
2019,12 BROOKLYN,BROOKLYN,Noise - Residential,79
2019,12 BROOKLYN,BROOKLYN,Street Condition,72
2019,12 BROOKLYN,BROOKLYN,Street Light Condition,55
2019,12 BROOKLYN,BROOKLYN,General Construction/Plumbing,51
2019,12 BROOKLYN,BROOKLYN,Water System,42
2019,12 MANHATTAN,MANHATTAN,HEAT/HOT WATER,516
2019,12 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,482
2019,12 MANHATTAN,MANHATTAN,Noise - Residential,455
2019,12 MANHATTAN,MANHATTAN,Illegal Parking,137
2019,12 MANHATTAN,MANHATTAN,Noise - Vehicle,114
2019,12 MANHATTAN,MANHATTAN,PLUMBING,94
2019,12 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,91
2019,12 MANHATTAN,MANHATTAN,PAINT/PLASTER,90
2019,12 MANHATTAN,MANHATTAN,Water System,88
2019,12 MANHATTAN,MANHATTAN,Noise - Commercial,85
2019,12 QUEENS,QUEENS,Noise - Residential,246
2019,12 QUEENS,QUEENS,Blocked Driveway,243
2019,12 QUEENS,QUEENS,Illegal Parking,185
2019,12 QUEENS,QUEENS,HEAT/HOT WATER,127
2019,12 QUEENS,QUEENS,Derelict Vehicles,126
2019,12 QUEENS,QUEENS,Request Large Bulky Item Collection,118
2019,12 QUEENS,QUEENS,Street Condition,105
2019,12 QUEENS,QUEENS,Sewer,75
2019,12 QUEENS,QUEENS,Water System,70
2019,12 QUEENS,QUEENS,Missed Collection (All Materials),69
2019,13 BROOKLYN,BROOKLYN,Noise - Residential,81
2019,13 BROOKLYN,BROOKLYN,Illegal Parking,68
2019,13 BROOKLYN,BROOKLYN,Blocked Driveway,59
2019,13 BROOKLYN,BROOKLYN,HEAT/HOT WATER,43
2019,13 BROOKLYN,BROOKLYN,Sidewalk Condition,28
2019,13 BROOKLYN,BROOKLYN,Street Condition,26
2019,13 BROOKLYN,BROOKLYN,General Construction/Plumbing,25
2019,13 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,23
2019,13 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,22
2019,13 BROOKLYN,BROOKLYN,Water System,22
2019,13 QUEENS,QUEENS,Request Large Bulky Item Collection,174
2019,13 QUEENS,QUEENS,Street Condition,139
2019,13 QUEENS,QUEENS,Noise - Residential,113
2019,13 QUEENS,QUEENS,Illegal Parking,107
2019,13 QUEENS,QUEENS,Blocked Driveway,91
2019,13 QUEENS,QUEENS,Water System,82
2019,13 QUEENS,QUEENS,Missed Collection (All Materials),81
2019,13 QUEENS,QUEENS,Sewer,74
2019,13 QUEENS,QUEENS,Street Light Condition,73
2019,13 QUEENS,QUEENS,Abandoned Vehicle,64
2019,14 BROOKLYN,BROOKLYN,HEAT/HOT WATER,316
2019,14 BROOKLYN,BROOKLYN,Illegal Parking,188
2019,14 BROOKLYN,BROOKLYN,Noise - Residential,188
2019,14 BROOKLYN,BROOKLYN,Blocked Driveway,119
2019,14 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,82
2019,14 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,81
2019,14 BROOKLYN,BROOKLYN,PAINT/PLASTER,64
2019,14 BROOKLYN,BROOKLYN,Water System,54
2019,14 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,50
2019,14 BROOKLYN,BROOKLYN,PLUMBING,47
2019,14 QUEENS,QUEENS,Noise - Residential,98
2019,14 QUEENS,QUEENS,Illegal Parking,97
2019,14 QUEENS,QUEENS,HEAT/HOT WATER,93
2019,14 QUEENS,QUEENS,Water System,86
2019,14 QUEENS,QUEENS,Blocked Driveway,57
2019,14 QUEENS,QUEENS,Request Large Bulky Item Collection,51
2019,14 QUEENS,QUEENS,Street Condition,51
2019,14 QUEENS,QUEENS,Sidewalk Condition,35
2019,14 QUEENS,QUEENS,UNSANITARY CONDITION,34
2019,14 QUEENS,QUEENS,Street Light Condition,32
2019,15 BROOKLYN,BROOKLYN,Illegal Parking,178
2019,15 BROOKLYN,BROOKLYN,HEAT/HOT WATER,139
2019,15 BROOKLYN,BROOKLYN,Blocked Driveway,136
2019,15 BROOKLYN,BROOKLYN,Noise - Residential,94
2019,15 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,73
2019,15 BROOKLYN,BROOKLYN,Street Condition,63
2019,15 BROOKLYN,BROOKLYN,Sidewalk Condition,57
2019,15 BROOKLYN,BROOKLYN,Water System,52
2019,15 BROOKLYN,BROOKLYN,General Construction/Plumbing,45
2019,15 BROOKLYN,BROOKLYN,New Tree Request,41
2019,16 BROOKLYN,BROOKLYN,Noise - Residential,131
2019,16 BROOKLYN,BROOKLYN,HEAT/HOT WATER,82
2019,16 BROOKLYN,BROOKLYN,Blocked Driveway,71
2019,16 BROOKLYN,BROOKLYN,Illegal Parking,53
2019,16 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,47
2019,16 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,39
2019,16 BROOKLYN,BROOKLYN,Derelict Vehicles,36
2019,16 BROOKLYN,BROOKLYN,PLUMBING,31
2019,16 BROOKLYN,BROOKLYN,PAINT/PLASTER,30
2019,16 BROOKLYN,BROOKLYN,Water System,28
2019,17 BROOKLYN,BROOKLYN,HEAT/HOT WATER,330
2019,17 BROOKLYN,BROOKLYN,Blocked Driveway,198
2019,17 BROOKLYN,BROOKLYN,Noise - Residential,184
2019,17 BROOKLYN,BROOKLYN,Derelict Vehicles,100
2019,17 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,89
2019,17 BROOKLYN,BROOKLYN,Illegal Parking,85
2019,17 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,57
2019,17 BROOKLYN,BROOKLYN,PLUMBING,53
2019,17 BROOKLYN,BROOKLYN,WATER LEAK,48
2019,17 BROOKLYN,BROOKLYN,Water System,47
2019,18 BROOKLYN,BROOKLYN,Blocked Driveway,186
2019,18 BROOKLYN,BROOKLYN,Illegal Parking,179
2019,18 BROOKLYN,BROOKLYN,Noise - Residential,121
2019,18 BROOKLYN,BROOKLYN,Derelict Vehicles,116
2019,18 BROOKLYN,BROOKLYN,Request Large Bulky Item Collection,107
2019,18 BROOKLYN,BROOKLYN,Street Condition,87
2019,18 BROOKLYN,BROOKLYN,HEAT/HOT WATER,76
2019,18 BROOKLYN,BROOKLYN,Electronics Waste Appointment,66
2019,18 BROOKLYN,BROOKLYN,Abandoned Vehicle,53
2019,18 BROOKLYN,BROOKLYN,Water System,45
2019,26 BRONX,BRONX,Violation of Park Rules,2
2019,26 BRONX,BRONX,Damaged Tree,1
2019,26 BRONX,BRONX,Noise - Park,1
2019,26 BRONX,BRONX,Maintenance or Facility,1
2019,27 BRONX,BRONX,Maintenance or Facility,1
2019,27 BRONX,BRONX,Violation of Park Rules,1
2019,27 BRONX,BRONX,Water System,1
2019,27 BRONX,BRONX,Street Condition,1
2019,28 BRONX,BRONX,Street Condition,1
2019,28 BRONX,BRONX,Water System,1
2019,55 BROOKLYN,BROOKLYN,Maintenance or Facility,7
2019,55 BROOKLYN,BROOKLYN,Street Condition,3
2019,55 BROOKLYN,BROOKLYN,Water System,2
2019,55 BROOKLYN,BROOKLYN,Violation of Park Rules,2
2019,55 BROOKLYN,BROOKLYN,Street Light Condition,1
2019,55 BROOKLYN,BROOKLYN,Animal in a Park,1
2019,55 BROOKLYN,BROOKLYN,Dirty Conditions,1
2019,55 BROOKLYN,BROOKLYN,Sidewalk Condition,1
2019,55 BROOKLYN,BROOKLYN,Illegal Fireworks,1
2019,55 BROOKLYN,BROOKLYN,Taxi Complaint,1
2019,56 BROOKLYN,BROOKLYN,Street Condition,2
2019,56 BROOKLYN,BROOKLYN,Sidewalk Condition,1
2019,56 BROOKLYN,BROOKLYN,Maintenance or Facility,1
2019,56 BROOKLYN,BROOKLYN,Homeless Person Assistance,1
2019,64 MANHATTAN,MANHATTAN,Noise - Park,17
2019,64 MANHATTAN,MANHATTAN,Maintenance or Facility,10
2019,64 MANHATTAN,MANHATTAN,Animal in a Park,5
2019,64 MANHATTAN,MANHATTAN,Street Condition,3
2019,64 MANHATTAN,MANHATTAN,Sidewalk Condition,3
2019,64 MANHATTAN,MANHATTAN,Violation of Park Rules,3
2019,64 MANHATTAN,MANHATTAN,Homeless Person Assistance,2
2019,64 MANHATTAN,MANHATTAN,For Hire Vehicle Complaint,2
2019,64 MANHATTAN,MANHATTAN,Illegal Parking,2
2019,64 MANHATTAN,MANHATTAN,General Construction/Plumbing,1
2019,80 QUEENS,QUEENS,Taxi Complaint,15
2019,80 QUEENS,QUEENS,Lost Property,15
2019,80 QUEENS,QUEENS,Taxi Report,3
2019,80 QUEENS,QUEENS,For Hire Vehicle Report,2
2019,80 QUEENS,QUEENS,For Hire Vehicle Complaint,1
2019,81 QUEENS,QUEENS,Maintenance or Facility,2
2019,81 QUEENS,QUEENS,Illegal Parking,2
2019,81 QUEENS,QUEENS,Violation of Park Rules,1
2019,81 QUEENS,QUEENS,Graffiti,1
2019,81 QUEENS,QUEENS,Animal-Abuse,1
2019,81 QUEENS,QUEENS,Sewer,1
2019,82 QUEENS,QUEENS,Noise - Park,6
2019,82 QUEENS,QUEENS,Animal in a Park,5
2019,82 QUEENS,QUEENS,Maintenance or Facility,4
2019,82 QUEENS,QUEENS,Traffic Signal Condition,3
2019,82 QUEENS,QUEENS,Noise - Vehicle,2
2019,82 QUEENS,QUEENS,Illegal Parking,2
2019,82 QUEENS,QUEENS,Street Light Condition,1
2019,82 QUEENS,QUEENS,Abandoned Vehicle,1
2019,82 QUEENS,QUEENS,Violation of Park Rules,1
2019,82 QUEENS,QUEENS,Noise - Street/Sidewalk,1
2019,83 QUEENS,QUEENS,Lost Property,24
2019,83 QUEENS,QUEENS,Taxi Complaint,22
2019,83 QUEENS,QUEENS,Taxi Report,12
